step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
26,'C5881909','0','F','28007','M345481181','28007','es_tech',428.86,1
152,'C4201078','2','M','28007','M622866301','28007','es_fashion',130.0,0
110,'C1676296','2','F','28007','M555896022','28007','es_tech',10.12,0
58,'C5371047','1','M','28007','M543634913','28007','es_hyper',32.55,0
103,'C6661064','1','F','28007','M748356819','28007','es_food',30.84,0
21,'C8972368','1','M','28007','M704744041','28007','es_tech',55.21,0
44,'C6087692','3','F','28007','M693417198','28007','es_transportation',89.32,0
56,'C9741022','3','M','28007','M732661744','28007','es_food',812.47,1
53,'C7784672','5','F','28007','M547826655','28007','es_hotelservices',4.78,0
37,'C3664749','2','M','28007','M811889885','28007','es_barsandrestaurants',10.21,0
107,'C2203920','6','F','28007','M545752842','28007','es_barsandrestaurants',37.42,0
47,'C2821367','3','E','28007','M398671096','28007','es_fashion',33.51,0
54,'C6366645','0','M','28007','M440984427','28007','es_health',17.35,0
16,'C3897706','2','F','28007','M131397110','28007','es_sportsandtoys',24.68,0
95,'C7039523','1','F','28007','M815543590','28007','es_transportation',31.14,0
85,'C7450219','0','M','28007','M559687524','28007','es_hotelservices',3.65,0
169,'C6830395','1','F','28007','M350291119','28007','es_barsandrestaurants',3.04,0
107,'C2901740','1','M','28007','M734953463','28007','es_hyper',176.96,0
159,'C5301400','3','M','28007','M711853267','28007','es_wellnessandbeauty',89.72,0
112,'C8097037','2','E','28007','M685503580','28007','es_wellnessandbeauty',20.8,0
113,'C1801849','4','F','28007','M218194006','28007','es_hotelservices',50.77,0
132,'C4704697','5','M','28007','M871161079','28007','es_tech',32.5,0
138,'C4541815','2','F','28007','M137693721','28007','es_health',17.24,0
46,'C7072310','4','F','28007','M827773588','28007','es_wellnessandbeauty',78.9,0
115,'C6737580','2','M','28007','M450317714','28007','es_hyper',37.38,0
67,'C3535394','2','M','28007','M361471511','28007','es_sportsandtoys',913.09,1
23,'C5467223','3','M','28007','M640663736','28007','es_transportation',13.62,0
22,'C6679980','0','M','28007','M166772797','28007','es_tech',587.39,1
53,'C3027320','5','M','28007','M332781733','28007','es_fashion',11.17,0
178,'C5809045','3','F','28007','M800282366','28007','es_wellnessandbeauty',68.03,0
86,'C2099577','2','M','28007','M112084335','28007','es_health',18.22,0
122,'C9615797','2','M','28007','M153613589','28007','es_fashion',7.67,0
15,'C2420858','2','F','28007','M188782879','28007','es_food',32.68,0
138,'C7007509','1','F','28007','M299973299','28007','es_tech',738.1,1
64,'C7263998','2','M','28007','M885656296','28007','es_sportsandtoys',8.95,0
166,'C4344250','3','M','28007','M637408889','28007','es_hyper',16.79,0
161,'C5784808','1','M','28007','M467694085','28007','es_wellnessandbeauty',69.96,0
62,'C3122827','3','M','28007','M311783871','28007','es_transportation',25.06,0
99,'C5507167','2','F','28007','M168985200','28007','es_health',6.65,0
77,'C3468665','2','F','28007','M518820854','28007','es_wellnessandbeauty',26.34,0
133,'C8181479','1','F','28007','M583787141','28007','es_sportsandtoys',58.33,0
146,'C9686283','1','F','28007','M352501080','28007','es_wellnessandbeauty',36.33,0
1,'C2375607','3','F','28007','M404476999','28007','es_hyper',97.83,0
113,'C4432207','6','F','28007','M847409871','28007','es_sportsandtoys',726.3,1
125,'C1245300','2','M','28007','M620947088','28007','es_barsandrestaurants',48.18,0
77,'C1154692','1','F','28007','M253580861','28007','es_food',42.48,0
122,'C9152513','1','M','28007','M708744588','28007','es_wellnessandbeauty',37.02,0
13,'C2568146','3','F','28007','M219626780','28007','es_sportsandtoys',21.8,0
56,'C5708569','2','F','28007','M542902849','28007','es_barsandrestaurants',137.14,0
168,'C7139353','2','M','28007','M184629168','28007','es_hyper',10.04,0
88,'C9075042','1','M','28007','M773262153','28007','es_barsandrestaurants',34.39,0
38,'C2011930','1','F','28007','M303112410','28007','es_tech',779.0,1
83,'C1289134','2','F','28007','M975281301','28007','es_health',31.03,0
72,'C1777567','2','M','28007','M190607715','28007','es_food',104.64,0
153,'C7687666','4','M','28007','M476178453','28007','es_wellnessandbeauty',41.89,0
27,'C4843139','4','F','28007','M914547026','28007','es_transportation',47.28,0
45,'C5469353','3','M','28007','M808646053','28007','es_transportation',49.53,0
177,'C3088062','3','F','28007','M388846467','28007','es_tech',197.62,0
91,'C1044816','2','F','28007','M962719921','28007','es_wellnessandbeauty',39.15,0
150,'C2897951','4','M','28007','M555142112','28007','es_tech',231.0,1
33,'C1112935','2','M','28007','M558409273','28007','es_transportation',4.96,0
47,'C5310518','3','F','28007','M413463058','28007','es_wellnessandbeauty',29.5,0
173,'C9127333','3','F','28007','M192122861','28007','es_sportsandtoys',539.67,1
72,'C7766886','1','M','28007','M724256693','28007','es_fashion',56.19,0
84,'C6081857','2','M','28007','M982447547','28007','es_barsandrestaurants',22.45,0
106,'C7469723','2','F','28007','M250743551','28007','es_hotelservices',466.1,1
134,'C7393404','2','M','28007','M552660430','28007','es_transportation',20.45,0
120,'C2315823','2','F','28007','M926915675','28007','es_fashion',46.62,0
46,'C7616659','2','F','28007','M134206848','28007','es_wellnessandbeauty',22.5,0
22,'C5191896','2','M','28007','M437393715','28007','es_sportsandtoys',14.88,0
31,'C4138102','5','M','28007','M548501737','28007','es_transportation',101.13,0
96,'C5318420','4','M','28007','M438749548','28007','es_health',27.81,0
4,'C5980137','4','M','28007','M806591133','28007','es_tech',460.74,1
164,'C5025942','1','F','28007','M604878998','28007','es_transportation',71.57,0
133,'C2587819','2','M','28007','M458863136','28007','es_transportation',48.14,0
121,'C8845870','1','M','28007','M182568904','28007','es_hotelservices',11.85,0
46,'C2751797','1','M','28007','M408860567','28007','es_sportsandtoys',20.75,0
32,'C2609184','2','F','28007','M968210862','28007','es_hotelservices',675.12,1
140,'C6113728','2','F','28007','M595616204','28007','es_transportation',96.67,0
38,'C3866457','2','M','28007','M163569689','28007','es_transportation',53.9,0
102,'C6595956','3','F','28007','M560888234','28007','es_tech',20.36,0
28,'C5860319','3','F','28007','M947291464','28007','es_sportsandtoys',23.9,0
85,'C2337768','2','M','28007','M278491112','28007','es_hyper',9.09,0
168,'C7296450','0','M','28007','M734685496','28007','es_sportsandtoys',444.93,1
135,'C9743662','2','F','28007','M385893339','28007','es_wellnessandbeauty',4.69,0
65,'C8084364','3','M','28007','M926978524','28007','es_hotelservices',10.7,0
63,'C1350067','0','M','28007','M870037855','28007','es_food',25.16,0
91,'C7964705','3','F','28007','M385457816','28007','es_wellnessandbeauty',32.67,0
100,'C7622575','3','F','28007','M177344057','28007','es_wellnessandbeauty',40.93,0
43,'C1282140','2','F','28007','M516451454','28007','es_barsandrestaurants',85.6,0
130,'C8683647','3','F','28007','M278870004','28007','es_barsandrestaurants',14.83,0
12,'C8903498','1','M','28007','M374134074','28007','es_tech',375.66,1
93,'C7236893','4','F','28007','M907111886','28007','es_transportation',7.02,0
114,'C7521689','2','F','28007','M877762160','28007','es_barsandrestaurants',37.44,0
60,'C2258624','2','F','28007','M935976569','28007','es_wellnessandbeauty',4.28,0
131,'C3514399','3','M','28007','M479610451','28007','es_hotelservices',18.08,0
27,'C8576126','1','M','28007','M694698847','28007','es_health',36.8,0
45,'C8930221','4','M','28007','M748372124','28007','es_hyper',63.09,0
1,'C9207623','1','F','28007','M388861951','28007','es_barsandrestaurants',240.2,0
42,'C9977182','3','F','28007','M124561090','28007','es_health',14.69,0
12,'C6044080','5','F','28007','M525970580','28007','es_health',2.48,0
47,'C7654754','0','M','28007','M815555735','28007','es_food',14.93,0
98,'C4924482','2','F','28007','M473389449','28007','es_health',165.64,0
126,'C4812010','3','M','28007','M438615960','28007','es_wellnessandbeauty',72.98,0
138,'C2684449','2','F','28007','M929183636','28007','es_food',59.11,0
165,'C1418829','1','M','28007','M850701457','28007','es_hyper',6.08,0
74,'C2543812','1','F','28007','M738399464','28007','es_barsandrestaurants',7.94,0
63,'C8150406','2','M','28007','M981065931','28007','es_barsandrestaurants',40.57,0
92,'C8557773','1','F','28007','M207229088','28007','es_hyper',23.15,0
39,'C9717429','3','F','28007','M697138587','28007','es_sportsandtoys',76.68,0
65,'C8562160','1','F','28007','M457301785','28007','es_sportsandtoys',773.79,1
147,'C3120711','1','M','28007','M811556816','28007','es_wellnessandbeauty',77.07,0
61,'C2264134','2','F','28007','M887927991','28007','es_fashion',77.57,0
72,'C5914082','1','M','28007','M921248464','28007','es_hyper',100.92,0
116,'C3621158','2','M','28007','M827174928','28007','es_hotelservices',5.11,0
10,'C2490017','1','M','28007','M337178929','28007','es_barsandrestaurants',4.72,0
14,'C2806210','6','M','28007','M591479623','28007','es_sportsandtoys',313.35,1
138,'C9740973','2','M','28007','M188136247','28007','es_hotelservices',17.37,0
124,'C8291916','1','M','28007','M353504597','28007','es_wellnessandbeauty',16.68,0
126,'C8880055','1','F','28007','M325140086','28007','es_fashion',55.08,0
127,'C1871535','1','F','28007','M923544896','28007','es_hyper',19.63,0
105,'C3873524','2','M','28007','M516879704','28007','es_food',54.53,0
142,'C1116841','2','F','28007','M487011238','28007','es_transportation',100.71,0
81,'C2638846','2','F','28007','M778959547','28007','es_hyper',58.28,0
143,'C1464310','3','M','28007','M159488479','28007','es_sportsandtoys',107.88,0
133,'C6673938','3','F','28007','M613704205','28007','es_barsandrestaurants',30.16,0
24,'C7489759','1','M','28007','M549697911','28007','es_fashion',10.64,0
149,'C6766140','2','F','28007','M620419133','28007','es_tech',12.2,0
137,'C1872834','4','M','28007','M508540958','28007','es_fashion',41.1,0
168,'C3331348','4','M','28007','M156896917','28007','es_wellnessandbeauty',1064.2,1
113,'C7572531','3','M','28007','M994743008','28007','es_transportation',5.45,0
57,'C5280428','4','F','28007','M849568314','28007','es_hotelservices',33.2,0
155,'C9471414','2','M','28007','M516228240','28007','es_hyper',18.5,0
93,'C6044829','1','M','28007','M145444007','28007','es_health',86.51,0
107,'C6478878','1','F','28007','M222280861','28007','es_transportation',94.28,0
110,'C3247680','3','F','28007','M469397535','28007','es_transportation',88.26,0
135,'C3115226','1','M','28007','M320957927','28007','es_hotelservices',50.63,0
170,'C8596537','3','F','28007','M869420694','28007','es_sportsandtoys',4.4,0
164,'C7119922','2','F','28007','M824055410','28007','es_sportsandtoys',1159.57,1
62,'C2614694','1','F','28007','M866651538','28007','es_sportsandtoys',67.96,0
118,'C9466724','4','F','28007','M217959897','28007','es_transportation',117.73,0
51,'C6180703','2','M','28007','M897338299','28007','es_health',16.54,0
103,'C3848439','2','M','28007','M501092817','28007','es_sportsandtoys',148.63,0
113,'C4531674','1','M','28007','M508936011','28007','es_sportsandtoys',22.85,0
33,'C9132162','1','M','28007','M795413737','28007','es_tech',51.07,0
9,'C7061266','4','F','28007','M130271417','28007','es_transportation',10.36,0
43,'C5472089','3','F','28007','M558568113','28007','es_wellnessandbeauty',14.24,0
175,'C7822255','1','M','28007','M892990365','28007','es_health',21.67,0
176,'C7305236','3','F','28007','M262973989','28007','es_hotelservices',33.73,0
45,'C2473300','2','M','28007','M551536965','28007','es_transportation',10.6,0
90,'C9020497','1','F','28007','M199398503','28007','es_hyper',20.52,0
137,'C6381299','0','F','28007','M318960444','28007','es_fashion',4.75,0
36,'C7535223','1','F','28007','M388768584','28007','es_food',3.15,0
29,'C1792330','2','M','28007','M840984409','28007','es_sportsandtoys',99.5,0
121,'C3585181','1','F','28007','M878393556','28007','es_sportsandtoys',3.81,0
51,'C3598475','2','M','28007','M589498734','28007','es_transportation',32.17,0
169,'C2647824','1','F','28007','M288675279','28007','es_sportsandtoys',3.86,0
89,'C8942992','2','F','28007','M382128546','28007','es_sportsandtoys',62.73,0
26,'C2097996','2','M','28007','M884067234','28007','es_barsandrestaurants',4.79,0
150,'C2383640','2','F','28007','M365438169','28007','es_wellnessandbeauty',39.16,0
145,'C1337283','2','F','28007','M393992460','28007','es_hyper',6.33,0
18,'C1578110','4','F','28007','M429866576','28007','es_health',30.0,0
159,'C7926767','0','M','28007','M908212860','28007','es_transportation',116.7,0
98,'C1122019','2','F','28007','M779291277','28007','es_fashion',19.6,0
67,'C8045927','1','F','28007','M280024509','28007','es_wellnessandbeauty',8.45,0
30,'C9499970','1','F','28007','M153012638','28007','es_tech',65.38,0
70,'C4050999','2','M','28007','M385987964','28007','es_tech',5.35,0
145,'C1359281','3','M','28007','M932810593','28007','es_hyper',29.2,0
121,'C7932973','1','F','28007','M102050053','28007','es_hotelservices',25.16,0
95,'C5067784','2','F','28007','M423029615','28007','es_sportsandtoys',435.6,1
138,'C9196906','5','F','28007','M723437251','28007','es_transportation',16.85,0
34,'C7200853','1','M','28007','M612576246','28007','es_hotelservices',783.71,1
86,'C3343136','2','M','28007','M950813768','28007','es_hyper',78.35,0
68,'C4443571','2','M','28007','M788163739','28007','es_food',20.95,0
24,'C2443401','4','M','28007','M714626617','28007','es_hyper',3.88,0
98,'C4809395','2','M','28007','M201824010','28007','es_fashion',130.68,0
125,'C6248575','1','M','28007','M859849937','28007','es_barsandrestaurants',21.07,0
17,'C6620724','3','F','28007','M235787448','28007','es_hotelservices',19.74,0
129,'C8738170','2','F','28007','M106240327','28007','es_hyper',27.2,0
62,'C2460235','2','M','28007','M390144720','28007','es_sportsandtoys',5.21,0
89,'C7918863','1','M','28007','M643128750','28007','es_fashion',10.3,0
70,'C3201580','4','F','28007','M462500290','28007','es_wellnessandbeauty',30.16,0
105,'C7687764','3','F','28007','M760995059','28007','es_wellnessandbeauty',16.89,0
129,'C3429151','3','M','28007','M248918115','28007','es_health',9.52,0
61,'C9657116','2','M','28007','M365909614','28007','es_wellnessandbeauty',6.12,0
37,'C1506995','3','F','28007','M843425032','28007','es_wellnessandbeauty',3.62,0
86,'C5722340','1','M','28007','M448878625','28007','es_hotelservices',26.58,0
67,'C4081362','1','M','28007','M150147490','28007','es_tech',37.55,0
94,'C4297466','2','M','28007','M444820027','28007','es_sportsandtoys',68.53,0
45,'C1407974','4','F','28007','M414706048','28007','es_hyper',34.35,0
110,'C9479025','1','M','28007','M937557215','28007','es_transportation',55.14,0
129,'C4896937','4','M','28007','M640973465','28007','es_sportsandtoys',1162.01,1
11,'C4017193','4','F','28007','M167985200','28007','es_food',21.62,0
165,'C5071867','4','M','28007','M792093943','28007','es_tech',12.12,0
21,'C4924152','3','M','28007','M492210593','28007','es_hotelservices',20.55,0
72,'C3118219','0','F','28007','M343771896','28007','es_food',25.07,0
65,'C3650432','3','F','28007','M297276570','28007','es_food',119.64,0
28,'C6546510','4','F','28007','M374532476','28007','es_hyper',4.52,0
77,'C5788109','3','F','28007','M747197845','28007','es_sportsandtoys',168.68,0
21,'C9730829','3','E','28007','M553038519','28007','es_tech',65.6,0
147,'C3629137','2','M','28007','M127205484','28007','es_fashion',37.15,0
139,'C2553744','3','F','28007','M498276294','28007','es_transportation',89.71,0
97,'C8970564','1','M','28007','M264289279','28007','es_transportation',15.64,0
82,'C6062581','1','F','28007','M720212108','28007','es_wellnessandbeauty',27.29,0
69,'C9580504','2','F','28007','M695825147','28007','es_tech',24.89,0
171,'C5791882','3','F','28007','M764539082','28007','es_barsandrestaurants',191.67,0
45,'C5537454','2','F','28007','M570541139','28007','es_barsandrestaurants',43.52,0
160,'C1964795','1','F','28007','M930741707','28007','es_wellnessandbeauty',51.01,0
3,'C1671986','2','F','28007','M611842988','28007','es_tech',22.48,0
108,'C9901674','1','M','28007','M201204825','28007','es_health',32.83,0
155,'C9507528','1','M','28007','M553047846','28007','es_health',29.51,0
10,'C5532889','1','F','28007','M199699297','28007','es_health',12.18,0
112,'C2531817','1','F','28007','M292295239','28007','es_wellnessandbeauty',17.88,0
10,'C7379878','2','M','28007','M966459289','28007','es_barsandrestaurants',17.54,0
116,'C7025261','3','F','28007','M170984280','28007','es_barsandrestaurants',120.92,0
3,'C7038602','4','F','28007','M345839481','28007','es_barsandrestaurants',56.63,0
27,'C7898410','5','M','28007','M366445877','28007','es_health',324.36,1
34,'C8955229','2','M','28007','M590227437','28007','es_wellnessandbeauty',6.28,0
178,'C1801125','2','F','28007','M924777279','28007','es_barsandrestaurants',4.22,0
86,'C4856600','4','F','28007','M978603985','28007','es_transportation',24.71,0
134,'C8820783','2','M','28007','M478319667','28007','es_transportation',19.4,0
161,'C8729578','3','M','28007','M280234310','28007','es_food',32.11,0
151,'C6224369','2','F','28007','M498448159','28007','es_tech',14.3,0
15,'C2944606','2','M','28007','M914190895','28007','es_hotelservices',26.43,0
29,'C9855197','2','F','28007','M812055051','28007','es_wellnessandbeauty',13.36,0
0,'C1573881','6','M','28007','M719059589','28007','es_barsandrestaurants',58.63,0
18,'C3827364','2','E','28007','M145069853','28007','es_tech',7.65,0
11,'C6643893','2','M','28007','M632038901','28007','es_fashion',388.03,1
116,'C5305665','2','M','28007','M334356661','28007','es_food',83.44,0
165,'C7395300','4','F','28007','M945626974','28007','es_hotelservices',9.78,0
112,'C8313367','2','F','28007','M664611205','28007','es_hotelservices',33.94,0
54,'C6609210','5','F','28007','M551356059','28007','es_health',31.67,0
172,'C5266399','3','F','28007','M243297588','28007','es_hotelservices',18.38,0
156,'C3672762','1','M','28007','M968845915','28007','es_health',567.68,1
76,'C4230786','2','F','28007','M724173395','28007','es_wellnessandbeauty',177.1,1
135,'C4943439','2','F','28007','M348565563','28007','es_fashion',5.61,0
101,'C9704225','1','F','28007','M725227748','28007','es_transportation',33.14,0
112,'C9239115','6','F','28007','M129025773','28007','es_tech',212.06,1
133,'C4094510','3','M','28007','M864726461','28007','es_food',8.52,0
91,'C6130418','2','F','28007','M802994568','28007','es_sportsandtoys',32.33,0
67,'C6587757','6','M','28007','M526746759','28007','es_barsandrestaurants',15.26,0
93,'C7594244','1','M','28007','M304071278','28007','es_food',29.71,0
113,'C3402110','3','M','28007','M648662382','28007','es_tech',66.97,0
52,'C3913293','3','M','28007','M741378536','28007','es_transportation',135.94,0
150,'C5513207','3','M','28007','M197283803','28007','es_transportation',59.07,0
125,'C5396208','5','F','28007','M754016638','28007','es_health',41.42,0
125,'C1345430','2','M','28007','M670382875','28007','es_health',7.0,0
84,'C2968921','4','E','28007','M994707776','28007','es_barsandrestaurants',40.72,0
170,'C7471530','2','M','28007','M502784746','28007','es_food',8.16,0
56,'C9358827','1','F','28007','M208229287','28007','es_health',55.03,0
83,'C1518490','1','F','28007','M389441900','28007','es_tech',48.48,0
111,'C7864684','2','M','28007','M148674916','28007','es_barsandrestaurants',34.01,0
168,'C7234408','2','M','28007','M492168325','28007','es_food',8.71,0
98,'C7778519','0','F','28007','M579520627','28007','es_sportsandtoys',81.41,0
152,'C3583677','2','F','28007','M516376545','28007','es_health',35.1,0
72,'C8775872','2','M','28007','M878127183','28007','es_sportsandtoys',14.81,0
124,'C2286188','2','M','28007','M595728479','28007','es_tech',242.18,1
9,'C1239608','1','M','28007','M745588723','28007','es_tech',19.15,0
167,'C4898888','2','M','28007','M168709584','28007','es_health',44.97,0
4,'C9979219','3','F','28007','M383807324','28007','es_wellnessandbeauty',46.57,0
94,'C1496232','4','M','28007','M345316351','28007','es_tech',150.98,1
41,'C1250231','2','M','28007','M794607355','28007','es_sportsandtoys',687.83,1
55,'C9634939','1','F','28007','M725358310','28007','es_fashion',14.65,0
178,'C2003510','1','M','28007','M437404691','28007','es_hyper',40.98,0
12,'C4615590','2','F','28007','M602345410','28007','es_hotelservices',366.91,1
83,'C8541714','2','M','28007','M200533117','28007','es_sportsandtoys',57.48,0
34,'C7297042','5','M','28007','M483285714','28007','es_transportation',25.31,0
178,'C2609425','2','F','28007','M638969641','28007','es_transportation',70.49,0
154,'C2120803','1','F','28007','M937621974','28007','es_barsandrestaurants',16.1,0
80,'C6962413','2','F','28007','M615193970','28007','es_food',8.82,0
77,'C1416690','5','M','28007','M797132215','28007','es_hyper',60.49,0
19,'C2625199','2','F','28007','M665590920','28007','es_transportation',4.99,0
34,'C9372602','2','M','28007','M571070214','28007','es_transportation',68.19,0
171,'C2330728','3','F','28007','M684318880','28007','es_food',32.18,0
126,'C3738384','2','F','28007','M441719263','28007','es_health',5.9,0
115,'C1171277','3','F','28007','M585257630','28007','es_transportation',7.25,0
81,'C7562865','2','M','28007','M404581710','28007','es_barsandrestaurants',71.44,0
7,'C4101373','4','M','28007','M209544407','28007','es_sportsandtoys',7.25,0
115,'C6534448','1','M','28007','M124219726','28007','es_tech',325.83,1
158,'C4411647','2','M','28007','M730308186','28007','es_barsandrestaurants',23.0,0
88,'C7942263','2','M','28007','M790240956','28007','es_fashion',80.9,0
49,'C2329785','3','M','28007','M215405647','28007','es_hotelservices',1127.37,1
166,'C3328033','3','M','28007','M510828760','28007','es_fashion',2.06,0
50,'C1194152','2','M','28007','M581363369','28007','es_tech',731.51,1
85,'C1555839','1','F','28007','M112234908','28007','es_barsandrestaurants',75.12,0
70,'C6895038','2','M','28007','M153226755','28007','es_food',49.69,0
160,'C1534633','1','M','28007','M563980861','28007','es_food',9.37,0
55,'C6093388','1','M','28007','M934011364','28007','es_hyper',75.47,0
145,'C3029341','3','M','28007','M349399366','28007','es_sportsandtoys',30.93,0
69,'C6369337','2','E','28007','M561840435','28007','es_food',44.89,0
77,'C8140782','2','M','28007','M395791282','28007','es_barsandrestaurants',63.51,0
165,'C2297776','1','M','28007','M903692626','28007','es_barsandrestaurants',14.05,0
98,'C9018205','2','F','28007','M348531069','28007','es_health',5.95,0
30,'C8014511','3','E','28007','M377579045','28007','es_hyper',55.5,0
21,'C9994359','1','M','28007','M189155041','28007','es_health',3.53,0
84,'C8138780','1','M','28007','M570923188','28007','es_barsandrestaurants',687.37,1
64,'C3076259','4','F','28007','M399036536','28007','es_hyper',34.59,0
107,'C9821549','5','F','28007','M939463951','28007','es_hyper',44.25,0
177,'C8364732','2','F','28007','M764540309','28007','es_tech',7.93,0
57,'C7481093','3','M','28007','M898698592','28007','es_hyper',10.25,0
78,'C3180139','5','F','28007','M957260579','28007','es_hyper',105.33,0
60,'C8718454','3','F','28007','M616432677','28007','es_hyper',24.76,0
34,'C3619222','2','M','28007','M233614248','28007','es_hyper',63.19,0
30,'C1049768','2','M','28007','M682592223','28007','es_barsandrestaurants',7.63,0
157,'C9091363','2','M','28007','M855903584','28007','es_hotelservices',39.53,0
50,'C3466511','3','M','28007','M417817498','28007','es_transportation',24.31,0
129,'C3096419','2','M','28007','M956182360','28007','es_hyper',4.63,0
73,'C2880164','2','M','28007','M968225064','28007','es_sportsandtoys',14.38,0
144,'C5854487','4','M','28007','M629343805','28007','es_sportsandtoys',93.16,0
116,'C1416561','5','M','28007','M300477332','28007','es_food',30.26,0
108,'C7931344','1','M','28007','M815065444','28007','es_food',79.33,0
156,'C9625146','3','F','28007','M662190442','28007','es_tech',26.2,0
18,'C6032793','4','M','28007','M495706521','28007','es_transportation',25.5,0
41,'C2957792','2','M','28007','M888961130','28007','es_transportation',17.8,0
51,'C7986595','3','F','28007','M722999357','28007','es_transportation',19.99,0
143,'C5860345','2','M','28007','M611978629','28007','es_wellnessandbeauty',50.43,0
42,'C5034649','2','F','28007','M215395704','28007','es_wellnessandbeauty',121.68,0
153,'C1444874','2','F','28007','M313325360','28007','es_hotelservices',45.0,0
125,'C7072929','3','F','28007','M867786799','28007','es_wellnessandbeauty',2.78,0
86,'C1713806','2','M','28007','M694286895','28007','es_food',47.58,0
130,'C1750774','3','F','28007','M822804813','28007','es_health',38.59,0
133,'C5982732','4','M','28007','M434332427','28007','es_wellnessandbeauty',33.84,0
50,'C2417191','2','F','28007','M486565893','28007','es_wellnessandbeauty',5.23,0
47,'C3681478','3','M','28007','M874582463','28007','es_health',44.92,0
36,'C9242184','2','M','28007','M177640857','28007','es_fashion',65.39,0
165,'C2985404','2','F','28007','M942640137','28007','es_barsandrestaurants',12.49,0
168,'C6708297','3','M','28007','M326667453','28007','es_health',4.07,0
169,'C2696609','2','F','28007','M455134289','28007','es_fashion',6.53,0
73,'C9045409','1','M','28007','M629911230','28007','es_tech',25.55,0
7,'C7226659','1','F','28007','M897905927','28007','es_wellnessandbeauty',22.06,0
13,'C3286319','2','M','28007','M349843348','28007','es_food',80.36,0
86,'C9761753','3','M','28007','M383455573','28007','es_hotelservices',2.42,0
144,'C3604325','2','M','28007','M474808468','28007','es_sportsandtoys',13.56,0
38,'C8517201','1','M','28007','M475691615','28007','es_hotelservices',26.61,0
179,'C4061481','2','M','28007','M256599009','28007','es_tech',1025.87,1
30,'C3761158','2','F','28007','M153293585','28007','es_transportation',35.56,0
178,'C3553589','3','M','28007','M603454279','28007','es_fashion',52.92,0
138,'C6882049','5','F','28007','M532898990','28007','es_sportsandtoys',67.98,0
93,'C7651154','1','M','28007','M829110223','28007','es_transportation',21.01,0
135,'C1161297','4','F','28007','M299316893','28007','es_barsandrestaurants',16.72,0
89,'C3681722','1','F','28007','M771017857','28007','es_food',34.35,0
1,'C7212695','2','M','28007','M170210747','28007','es_tech',76.16,0
4,'C3358730','4','F','28007','M663877556','28007','es_food',24.64,0
6,'C1125851','3','M','28007','M890466287','28007','es_wellnessandbeauty',24.5,0
10,'C3072171','2','M','28007','M427148764','28007','es_fashion',7.6,0
167,'C7214294','5','M','28007','M853791043','28007','es_sportsandtoys',2.74,0
152,'C5143403','2','F','28007','M680846575','28007','es_transportation',29.05,0
27,'C7188343','1','F','28007','M902864353','28007','es_hyper',41.51,0
77,'C7757450','4','M','28007','M452928288','28007','es_hyper',52.73,0
50,'C8204425','0','M','28007','M359017102','28007','es_fashion',11.71,0
9,'C7136821','6','F','28007','M481448995','28007','es_tech',11.56,0
100,'C5025282','2','F','28007','M949055650','28007','es_tech',51.4,0
3,'C5063068','2','M','28007','M279072027','28007','es_hotelservices',11.17,0
97,'C8097065','2','F','28007','M607830032','28007','es_sportsandtoys',77.5,0
166,'C5447321','2','F','28007','M827286933','28007','es_wellnessandbeauty',20.51,0
129,'C2650224','3','F','28007','M264930526','28007','es_sportsandtoys',27.29,0
176,'C2481177','2','F','28007','M591199374','28007','es_wellnessandbeauty',14.23,0
157,'C8998883','3','F','28007','M588084593','28007','es_tech',21.48,0
75,'C2350339','4','M','28007','M428413014','28007','es_barsandrestaurants',3.97,0
155,'C4850404','2','F','28007','M484198692','28007','es_health',9.49,0
61,'C7318499','1','F','28007','M965033515','28007','es_hyper',229.07,1
33,'C1997057','2','E','28007','M440292904','28007','es_hyper',23.59,0
101,'C2384410','6','M','28007','M515299975','28007','es_transportation',13.59,0
84,'C2045533','0','M','28007','M205164868','28007','es_hotelservices',641.11,1
39,'C1122026','0','F','28007','M145153952','28007','es_sportsandtoys',21.85,0
176,'C2807737','1','F','28007','M782321720','28007','es_transportation',25.39,0
91,'C5837502','1','F','28007','M316927603','28007','es_wellnessandbeauty',79.4,0
4,'C8321105','2','F','28007','M416305426','28007','es_transportation',3.98,0
20,'C8052514','1','M','28007','M914166654','28007','es_barsandrestaurants',4.7,0
171,'C5421740','4','M','28007','M936261846','28007','es_barsandrestaurants',31.61,0
86,'C6212360','0','F','28007','M951990738','28007','es_sportsandtoys',319.52,1
41,'C5145466','2','M','28007','M132779182','28007','es_food',43.32,0
16,'C9905808','4','M','28007','M339259011','28007','es_barsandrestaurants',4.08,0
28,'C4000264','1','M','28007','M295086148','28007','es_food',40.59,0
16,'C2217309','3','M','28007','M677741008','28007','es_transportation',21.79,0
14,'C5892571','2','F','28007','M428517333','28007','es_health',44.79,0
176,'C3570348','2','M','28007','M139028538','28007','es_hyper',22.64,0
173,'C7356895','2','F','28007','M698934182','28007','es_transportation',72.87,0
53,'C1198110','3','M','28007','M497067665','28007','es_barsandrestaurants',32.46,0
178,'C5753954','2','F','28007','M916572573','28007','es_wellnessandbeauty',15.65,0
155,'C3940107','1','M','28007','M172035486','28007','es_hyper',11.16,0
54,'C7184398','2','M','28007','M381892536','28007','es_hotelservices',9.47,0
101,'C5110993','3','F','28007','M705697131','28007','es_hotelservices',20.18,0
